x,y,z,w
0,0,0,3
0.359813185965739,2.83965895653622e-05,0,3
0.718962601651121,-0.00041530012189301,0,3
1.0774482470562,-0.0013310901343263,0,3
1.4392527438629,0.000113586358163807,0,3
1.79906592982862,0.000141982947680349,0,3
2.158215345514,-0.000301713763778024,0,3
2.51670099091909,-0.0012175037761869,0,3
2.87850548772578,0.000227172716278794,0,3
3.23831867369153,0.000255569305819746,0,3
3.5974680893769,-0.000188127405638626,0,3
3.95528996450166,-0.00157601071902242,0,3
4.31775823158866,0.000340759074393781,0,3
4.67757141755439,0.000369155663934733,0,3
5.0367208332398,-7.45410474992293e-05,0,3
5.39454270836456,-0.00146242436090743,0,3
5.75501966461058,-0.000961934470415974,0,3
6.11682416141728,0.00048274202207413,0,3
6.47597357710268,3.90453106157575e-05,0,3
6.83379545222744,-0.00134883800279244,0,3
7.19427240847348,-0.000848348112276577,0,3
7.55607690528016,0.000596328380189117,0,3
7.91522632096556,0.000152631668755155,0,3
8.27304819609033,-0.00123525164462864,0,3
8.63286138205605,-0.00120685505511209,0,3
8.99532964914304,0.000709914738328514,0,3
9.35447906482845,0.000266218026894552,0,3
9.71230093995321,-0.00112166528651365,0,3
10.0714503556386,-0.00156536199797202,0,3
10.4332548524453,-0.000120685505530738,0,3
10.7937318086913,0.000379804385009539,0,3
11.1515536838161,-0.00100807892839866,0,3
11.5107030995015,-0.00145177563983262,0,3
11.8725075963082,-7.09914739134055e-06,0,3
12.2329845525542,0.000493390743148936,0,3
12.590806427679,-0.000894492570259265,0,3
12.9499558433644,-0.00133818928169323,0,3
13.3110965698908,-0.000365606090226857,0,3
13.6722372964171,0.000606977101288333,0,3
14.0300591715419,-0.000780906212119868,0,3
14.3892085872273,-0.00122460292357824,0,3
14.7483580029127,-0.0016682996350122,0,3
15.11149004028,0.00072056345940332,0,3
15.4693119154048,-0.000667319854004881,0,3
15.8284613310902,-0.00111101656543884,0,3
16.1876107467756,-0.00155471327687281,0,3
16.5507427841429,0.000834149817518306,0,3
16.9085646592677,-0.000553733495865484,0,3
17.2677140749531,-0.000997430207299446,0,3
17.6261997203581,-0.00191322021973273,0,3
17.9899955280058,0.000947736175657704,0,3
18.3478174031305,-0.000440147137726087,0,3
18.7069668188159,-0.000883843849184459,0,3
19.0647886939407,-0.00227172716259266,0,3
19.427920731308,0.000117135931847273,0,3
19.7870701469934,-0.0003265607796111,0,3
20.1462195626788,-0.000770257491069473,0,3
20.5040414378036,-0.00215814080442885,0,3
20.8671734751709,0.000230722289962259,0,3
21.2263228908563,-0.000212974421471703,0,3
21.5854723065417,-0.000656671132905665,0,3
21.9432941816665,-0.00204455444631387,0,3
22.3057624487535,-0.000127784652848847,0,3
22.6655756347192,-9.9388063356716e-05,0,3
23.0247250504046,-0.000543084774790678,0,3
23.3825469255294,-0.00193096808819888,0,3
23.7430238817754,-0.00143047819768301,0,3
24.1048283785821,1.41982947826811e-05,0,3
24.4639777942675,-0.000429498416675691,0,3
24.8217996693922,-0.00181738173005948,0,3
25.1822766256383,-0.00131689183954362,0,3
25.544081122445,0.000127784652897668,0,3
25.9032305381304,-0.000315912058511884,0,3
26.2610524132552,-0.00170379537192008,0,3
26.6208655992209,-0.00167539878240354,0,3
26.9833338663079,0.000241371011037065,0,3
27.3424832819933,-0.000202325700396897,0,3
27.700305157118,-0.0015902090138051,0,3
28.0601183430837,-0.00156181242426415,0,3
28.4205952993298,-0.00106132253374828,0,3
28.7817360258562,-8.87393422819104e-05,0,3
29.1395579009809,-0.0014766226556657,0,3
29.4993710869466,-0.00144822606614916,0,3
29.8591842729124,-0.00141982947660821,0,3
30.220988769719,2.48470158574868e-05,0,3
30.5788106448438,-0.0013630362975263,0,3
30.9386238308095,-0.00133463970800976,0,3
31.2984370167753,-0.00130624311846881,0,3
31.6602415135819,0.000138433373996884,0,3
32.0180633887067,-0.00124944993941132,0,3
32.3778765746724,-0.00122105334989478,0,3
32.7370259903578,-0.00166475006130433,0,3
33.0981667168842,-0.000692166869837957,0,3
33.4573161325696,-0.00113586358127192,0,3
33.8171293185353,-0.00110746699173097,0,3
34.1762787342207,-0.00155116370318934,0,3
34.5367556904668,-0.00105067381269788,0,3
34.8965688764325,-0.00102227722315693,0,3
35.2563820623982,-0.000993880633615981,0,3
35.6155314780836,-0.00143757734507435,0,3
35.9740171234887,-0.00235336735748323,0,3
36.3358216202954,-0.000908690865017536,0,3
36.6956348062611,-0.000880294275500994,0,3
37.0547842219465,-0.00132399098693496,0,3
37.4132698673516,-0.00223978099934383,0,3
37.7750743641583,-0.000795104506902549,0,3
38.134887550124,-0.000766707917337187,0,3
38.4940369658094,-0.00121040462879556,0,3
38.8518588409341,-0.00259828794220376,0,3
39.2143271080211,-0.000681518148763152,0,3
39.5741402939869,-0.0006531215592222,0,3
39.9332897096722,-0.00109681827068057,0,3
40.291111584797,-0.00248470158406436,0,3
