0-4.3 0-4.3,,2-4.3 2-4.3,,4-4.3 4-4.3,,6-4.3 6-4.3,,10-4.3 10-4.3,,15-4.3 15-4.3,,25-4.3 25-4.3,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
4.030076756836365,1.1207613213740153,25.005503923008064,0.8121308247649601,-16.254713465981922,0.9492999343689839,530.7368656382743,-1.4511594837014528,6.671585065950353,3.2811747976374086,-8.6541471048522,7.602001750164199,0.7471495640501189,0.4112065193613361
-35.82869350139731,1.0864690439730111,-13.700424770848258,0.7606924086634486,-18.96030149148953,4.8096305903679735,-9.40174379611085,5.750218770509861,13.39995528727843,6.57323342813401,13.39995528727843,8.425016407788348,6.378269617705314,4.309943119667594
33.29848721961321,1.2750765696785429,34.76876071242191,3.349759352439424,36.326253819210706,5.030080945088727,16.689380728816445,6.079424633559519,17.88553543483033,8.83652373660042,-13.513525598033539,11.61419820608193,9.519686017337676,6.618956464668685
-18.53073005936949,0.9492999343689839,-32.475296221776034,3.6552723692847486,-20.989492510620153,6.676110260337026,-13.264326700947322,8.287847298184325,22.869513376554778,11.23698315467086,22.371115582382345,14.597626339969473,13.99803264028526,8.301564209144729
-63.797794476611216,1.987866049942319,42.2730456814956,5.5444651061038215,35.08025933377962,7.602001750164199,23.36791117072721,8.630770072194387,518.7753185781356,12.540089695909096,22.371115582382345,17.478177641654,-8.348312094791936,9.453784729818537
58.53610552202025,1.866618354845901,-33.84815560026925,5.6473419383068375,-23.232282584396216,8.83652373660042,30.59467918622761,11.151252461168347,26.85669572993436,14.494749507766457,26.10909903867571,25.914077882301534,17.88553543483033,10.79118354845778
-81.54482450257206,1.8702925274245814,-22.484685893137566,5.338711441697782,40.135436960385846,9.95347220051891,-17.999105745585553,11.099814045066836,27.230494075563684,15.626394661999662,-17.50070795141312,26.18841610150958,-10.523138832998939,11.408444541675891
74.27924584544235,2.5404616057756755,49.14866979655636,7.807755414570238,-27.967061629034447,11.922828702690985,35.32945823086595,13.363104353533245,-17.251509054326903,16.140778823014756,26.85669572993436,28.17736819076795,20.875922199865045,13.774611682345324
-102.88693004588492,2.575733662530997,-44.07154035323151,8.064947495077782,46.59324837916307,12.457788230146683,-22.484685893137566,14.186119011157395,28.35188911245166,16.963793480638905,-17.999105745585553,28.074491358564927,20.875922199865045,16.037901990811733
93.39280125195546,3.2811747976374086,59.331842909307,10.071045723036647,-32.577241225129455,14.031803762852867,39.71535881958346,16.98436884707951,-17.999105745585553,17.375300809450977,31.342275877486372,38.05354408225775,-12.018332215516239,16.860916648435882
